office,Name of UNICEF Implementing Partner,Province2,District,Palika,Rural/ Urban,Ward #,Community Name,UNICEF funding source,System new or rehabilated,Status,JMP service ladder - start,JMP service ladder - finish,# of HH's benefitted,# of schools benefitted,# of HCF's benefitted,Beneficiary population Male # (current),Beneficiary population female # (current),Beneficiary population person with disability # (current),Total Beneficiary population # (current),Team Formation,System analysis,Hazard mapping and risk analysis,Does the hazard mapping include climate change component,Preventive measures,Repair/rehabilitation/upgrade,Monitoring,Certification,Progress,WSP supporting activities,Consumer satisfaction,Documentation/reverification of plan,Remarks,Is the WSC solar powered?,Water Quality test carried out within last one year shows safe water?,Palikawide Water Quality monitoring mechanism established?,Water Available at HH premises?,Within 30 mins?,Is WSP implemented?,Provision of O & M fund available?,O & M SOP in place?,Has there been a flood or landslide during the past year?,"If there was a flood, was the scheme functionin?",Bank account of WUSC in place?,Caretaker in place?,Hygiene,Is the community declared water safe?,# of additional toilets built,People living in safely managed water safe community,Water Supply beneficiaries reporting year,WSC reporting year,Is the scheme functioning?,Estimated total cost (NPR)- Govt,Estimated total cost (NPR)- UNICEF,Estimated total cost (NPR)- community,Estimated total cost (NPR),Avegare per capita estimate,Actual total cost (NPR)- Govt2,Actual total cost (NPR)- UNICEF,Actual total cost (NPR)- community,Actual total cost (NPR),Avegare per capita actual,Column,helper function,checker
Surkhet,RSDC,Karnali,Rukum-West,Sanibhari,Rural,7,Sahera,MPTF,Reconstruction,Completed,UNIMPROVED,Basic+,113,1,NA,244,260,5,504,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,25,No,2025,NA,yes,83592,2359046,484752,2927390,9,83592,2359046,484752,2927390,6, ,,SurkhetRSDCKarnaliRukum-WestSanibhariRural7SaheraMPTFReconstructionCompletedUNIMPROVEDBasic+1131NA2442605504YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO25No2025NAyes83592235904648475229273909.33883592235904648475229273905.808
Surkhet,RSDC,Karnali,Rukum-West,Sanibhari,Rural,9,Khamohalne,MPTF,Reconstruction,Completed,UNIMPROVED,SAFELY MANAGED,41, ,NA,99,105,2,204,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,Yes,34,Yes,,2025,yes,62361,1767933,310772,2141066,10,62361,1767933,310772,2141066,10, ,17985.62388,SurkhetRSDCKarnaliRukum-WestSanibhariRural9KhamohalneMPTFReconstructionCompletedUNIMPROVEDSAFELY MANAGED41 NA991052204YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicYes34Yes2025yes62361176793331077221410669.982623611767933310772214106610.495
Surkhet,RSDC,Karnali,Rukum-West,Musikot,Urban,14,Kumalgaun,MPTF,Repair,Completed,UNIMPROVED,SAFELY MANAGED,60,1,NA,143,155,3,298,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,Yes,23,Yes,,2025,yes,22277,1821030,449571,2292878,7,22277,1821030,449571,2292878,8, ,17985.62388,SurkhetRSDCKarnaliRukum-WestMusikotUrban14KumalgaunMPTFRepairCompletedUNIMPROVEDSAFELY MANAGED601NA1431553298YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicYes23Yes2025yes22277182103044957122928786.94822277182103044957122928787.694
Surkhet,RSDC,Karnali,Rukum-West,Sanibhari,Rural,2,Pundera,MPTF,Repair,Completed,UNIMPROVED,Basic+,33, ,NA,83,90,2,173,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,35,No,2025,NA,yes,36780,1091663,159594,1288037,7,36780,1091663,159594,1288037,7, ,,SurkhetRSDCKarnaliRukum-WestSanibhariRural2PunderaMPTFRepairCompletedUNIMPROVEDBasic+33 NA83902173YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO35No2025NAyes36780109166315959412880377.09736780109166315959412880377.445
Surkhet,RSDC,Karnali,Rukum-West,Sanibhari,Rural,3,Jaymtre,MPTF,Repair,Completed,UNIMPROVED,Basic+,64,1,NA,152,162,3,314,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,48,No,2025,NA,yes,95139,2512350,658945,3266434,9,95139,2512350,658945,3266434,10, ,,SurkhetRSDCKarnaliRukum-WestSanibhariRural3JaymtreMPTFRepairCompletedUNIMPROVEDBasic+641NA1521623314YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO48No2025NAyes95139251235065894532664349.28951392512350658945326643410.403
Surkhet,RSDC,Karnali,Rukum-West,Sanibhari,Rural,4,Ijar,MPTF,Repair,Completed,UNIMPROVED,SAFELY MANAGED,40,,NA,92,97,2,189,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,Yes,24,Yes,,2025,yes,60053,1613844,387927,2061824,9,60053,1613844,387927,2061824,11, ,17985.62388,SurkhetRSDCKarnaliRukum-WestSanibhariRural4IjarMPTFRepairCompletedUNIMPROVEDSAFELY MANAGED40NA92972189YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicYes24Yes2025yes60053161384438792720618249.372600531613844387927206182410.909
Surkhet,RSDC,Karnali,Rukum-West,Sanibhari,Rural,6,Chhahara,MPTF,Repair,Completed,Basic,Basic+,24,,NA,62,64,1,126,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,24,No,2025,NA,yes,21511,574903,142138,738552,6,21511,574903,142138,738552,6, ,,SurkhetRSDCKarnaliRukum-WestSanibhariRural6ChhaharaMPTFRepairCompletedBasicBasic+24NA62641126YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO24No2025NAyes215115749031421387385525.595215115749031421387385525.862
Surkhet,RSDC,Karnali,Rukum-West,Sanibhari,Rural,8,Bhandripakha,MPTF,Reconstruction,Completed,UNIMPROVED,Basic+,97,,NA,204,216,4,420,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,27,No,2025,NA,yes,110051,3060071,693478,3863600,11,110051,3060071,693478,3863600,9, ,,SurkhetRSDCKarnaliRukum-WestSanibhariRural8BhandripakhaMPTFReconstructionCompletedUNIMPROVEDBasic+97NA2042164420YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO27No2025NAyes1100513060071693478386360010.644110051306007169347838636009.199
Surkhet,RSDC,Karnali,Rukum-West,Sanibhari,Rural,10,Dalitbasti,MPTF,Repair,Completed,UNIMPROVED,Basic+,24,,NA,52,55,1,107,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,18,No,2025,NA,yes,48435,1306142,30836,1385413,11,48435,1306142,30836,1385413,16, ,,SurkhetRSDCKarnaliRukum-WestSanibhariRural10DalitbastiMPTFRepairCompletedUNIMPROVEDBasic+24NA52551107YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO18No2025NAyes48435130614230836138541311.19848435130614230836138541315.541
Surkhet,RSDC,Karnali,Rukum-West,Sanibhari,Rural,3,Pedi,MPTF,Repair,Completed,Baisc,Basic+,70,1,NA,71,76,2,147,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,54,No,2025,NA,yes,53042,1453881,350594,1857517,5,53042,1453881,350594,1857517,13, ,,SurkhetRSDCKarnaliRukum-WestSanibhariRural3PediMPTFRepairCompletedBaiscBasic+701NA71762147YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO54No2025NAyes53042145388135059418575174.825530421453881350594185751712.636
Surkhet,RSDC,Karnali,Rukum-West,Musikot,Urban,12,Nayagaun,MPTF,Repair,Completed,UNIMPROVED,SAFELY MANAGED,60,1,NA,144,160,3,304,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,Yes,15,Yes,,2025,yes,159925,1154003,285323,1599251,5,159925,1154003,285323,1599251,5, ,17985.62388,SurkhetRSDCKarnaliRukum-WestMusikotUrban12NayagaunMPTFRepairCompletedUNIMPROVEDSAFELY MANAGED601NA1441603304YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicYes15Yes2025yes159925115400328532315992514.846159925115400328532315992515.261
Surkhet,RSDC,Karnali,Rukum-West,Musikot,Urban,13,Bhahunchour,MPTF,Repair,Completed,UNIMPROVED,Basic+,40,,NA,115,125,2,240,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,15,No,2025,NA,yes,106053,773561,180916,1060530,5,106053,773561,180916,1060530,4, ,,SurkhetRSDCKarnaliRukum-WestMusikotUrban13BhahunchourMPTFRepairCompletedUNIMPROVEDBasic+40NA1151252240YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO15No2025NAyes10605377356118091610605304.82110605377356118091610605304.419
Surkhet,RSDC,Karnali,Rukum-West,Musikot,Urban,14,Ukalidada,MPTF,Repair,Completed,UNIMPROVED,Basic+,31,,NA,68,73,1,141,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,21,No,2025,NA,yes,188761,1372787,326064,1887612,11,188761,1372787,326064,1887612,13, ,,SurkhetRSDCKarnaliRukum-WestMusikotUrban14UkalidadaMPTFRepairCompletedUNIMPROVEDBasic+31NA68731141YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO21No2025NAyes1887611372787326064188761211.0711887611372787326064188761213.387
Surkhet,SAC,Karnali,Rukum-West,Triveni,Rural,1,Dahabhage,MPTF,Repair,Completed,UNIMPROVED,Basic+,54,1,NA,176,172,4,348,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,4,No,2025,NA,yes,0,894109,188385,1082494,3,0,894109,188385,1082494,3, ,,SurkhetSACKarnaliRukum-WestTriveniRural1DahabhageMPTFRepairCompletedUNIMPROVEDBasic+541NA1761724348YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO4No2025NAyes089410918838510824943.111089410918838510824943.111
Surkhet,SAC,Karnali,Rukum-West,Triveni,Rural,3,Kural,MPTF,Repair,Completed,basic,Basic+,40,,NA,106,118,8,224,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,17,No,2025,NA,yes,0,844170,182906,1027076,5,0,844170,182906,1027076,5, ,,SurkhetSACKarnaliRukum-WestTriveniRural3KuralMPTFRepairCompletedbasicBasic+40NA1061188224YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO17No2025NAyes084417018290610270764.585084417018290610270764.585
Surkhet,SAC,Karnali,Rukum-West,Triveni,Rural,6,"Kaprapani,rangte",MPTF,Repair,Completed,Basic,Basic+,52,,NA,113,122,2,235,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes - O & M fund was not enough to fix WSC,Yes,Yes,Basic,NO,17,No,2025,NA,yes,0,1037078,365278,1402356,6,0,1037078,365278,1402356,6, ,,"SurkhetSACKarnaliRukum-WestTriveniRural6Kaprapani,rangteMPTFRepairCompletedBasicBasic+52NA1131222235YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesYesYes - O & M fund was not enough to fix WSCYesYesBasicNO17No2025NAyes0103707836527814023565.9670103707836527814023565.967"
Surkhet,SAC,Karnali,Rukum-West,Chaurjahari,Urban,7,Dareamrai & Kalipole,MPTF,Repair,Completed,UNIMPROVED,Basic+,37,,NA,82,84,2,166,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,29,No,2025,NA,yes,0,634868,110795,745663,4,0,634868,110795,745663,4, ,,SurkhetSACKarnaliRukum-WestChaurjahariUrban7Dareamrai & KalipoleMPTFRepairCompletedUNIMPROVEDBasic+37NA82842166YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO29No2025NAyes06348681107957456634.49206348681107957456634.492
Surkhet,SAC,Karnali,Rukum-West,Chaurjahari,Urban,10,Ranagaun,MPTF,Repair,Completed,UNIMPROVED,Basic+,74,1,NA,180,192,4,372,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,47,No,2025,NA,yes,0,748600,37340,785940,2,0,748600,37340,785940,2, ,,SurkhetSACKarnaliRukum-WestChaurjahariUrban10RanagaunMPTFRepairCompletedUNIMPROVEDBasic+741NA1801924372YesYesYesYesYesYesYesYesCompletedyesYesYes YesYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO47No2025NAyes0748600373407859402.1130748600373407859402.113
Surkhet,SAC,Karnali,Rukum-West,Triveni,Rural,10,"Totke,Baraneti",MPTF,Reconstruction,Completed,UNIMPROVED,Basic+,152,2,NA,376,389,8,765,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,69,No,2025,NA,yes,0,3438293,171915,3610208,5,0,3438293,171915,3610208,5, ,,"SurkhetSACKarnaliRukum-WestTriveniRural10Totke,BaranetiMPTFReconstructionCompletedUNIMPROVEDBasic+1522NA3763898765YesYesYesYesYesYesYesYesCompletedyesYesYes YesYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO69No2025NAyes0343829317191536102084.7190343829317191536102084.719"
Surkhet,SAC,Karnali,Rukum-West,Chaurjahari,Urban,11,"Dalsinge,Jogineta",MPTF,Reconstruction,Completed,Basic,Basic+,85,1,NA,227,240,5,467,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,38,No,2025,NA,yes,0,2402586,1172146,3574732,17,0,2402586,1172146,3574732,17, ,,"SurkhetSACKarnaliRukum-WestChaurjahariUrban11Dalsinge,JoginetaMPTFReconstructionCompletedBasicBasic+851NA2272405467YesYesYesYesYesYesYesYesCompletedyesYesYes YesYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO38No2025NAyes024025861172146357473217.249024025861172146357473217.249"
Surkhet,SAC,Karnali,Rukum-West,Chaurjahari,Urban,14,Lamadada & Biralgaun,MPTF,Reconstruction,Completed,UNIMPROVED,Basic+,55,,NA,148,158,3,306,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes - O & M fund was not enough to fix WSC,Yes,Yes,Basic,NO,29,No,2025,NA,yes,0,400000,183321,583321,5,0,400000,183321,583321,5, ,,SurkhetSACKarnaliRukum-WestChaurjahariUrban14Lamadada & BiralgaunMPTFReconstructionCompletedUNIMPROVEDBasic+55NA1481583306YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesYesYes - O & M fund was not enough to fix WSCYesYesBasicNO29No2025NAyes04000001833215833214.6404000001833215833214.64
Surkhet,HRDC/MC,Karnali,Rukum-West,Athabiskot,Urban,13,"Bhalma,Shota",MPTF,Reconstruction,Completed,UNIMPROVED,Basic+,86,1,NA,219,211,4,430,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,Yes,62,Yes,2025,NA,yes,0,2852222,397395,3249617,21,0,2852222,397395,3249617,21, ,,"SurkhetHRDC/MCKarnaliRukum-WestAthabiskotUrban13Bhalma,ShotaMPTFReconstructionCompletedUNIMPROVEDBasic+861NA2192114430YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicYes62Yes2025NAyes02852222397395324961720.52602852222397395324961720.526"
Surkhet,HRDC/MC,Karnali,Rukum-West,Athabiskot,Urban,11,Chisapani,MPTF,Reconstruction,Completed,UNIMPROVED,Safely managed,68,1,NA,165,159,3,324,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes - O & M fund was not enough to fix WSC,Yes,Yes,Basic,yes,54,Yes,2025,2025,yes,0,3373760,271469,3645229,19,0,3373760,271469,3645229,19, ,17985.62388,SurkhetHRDC/MCKarnaliRukum-WestAthabiskotUrban11ChisapaniMPTFReconstructionCompletedUNIMPROVEDSafely managed681NA1651593324YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesYesYes - O & M fund was not enough to fix WSCYesYesBasicyes54Yes20252025yes03373760271469364522918.79203373760271469364522918.792
Surkhet,HRDC/MC,Karnali,Rukum-West,Athabiskot,Urban,14,Bakejiula,MPTF,Reconstruction,Completed,UNIMPROVED,Basic+,60,,NA,154,146,3,300,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,48,No,2025,NA,yes,0,3434325,274603,3708928,21,0,3434325,274603,3708928,21, ,,SurkhetHRDC/MCKarnaliRukum-WestAthabiskotUrban14BakejiulaMPTFReconstructionCompletedUNIMPROVEDBasic+60NA1541463300YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO48No2025NAyes03434325274603370892820.60103434325274603370892820.601
Surkhet,HRDC/MC,Karnali,Rukum-West,Athabiskot,Urban,7 & 9,"Bagar, Nayabasti",MPTF,Reconstruction,Completed,UNIMPROVED,Basic+,98,1,NA,253,245,5,498,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,Yes,54,Yes,2025,NA,yes,0,4128079,332526,4460605,15,0,4128079,332526,4460605,15, ,,"SurkhetHRDC/MCKarnaliRukum-WestAthabiskotUrban7 & 9Bagar, NayabastiMPTFReconstructionCompletedUNIMPROVEDBasic+981NA2532455498YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicYes54Yes2025NAyes04128079332526446060514.96704128079332526446060514.967"
Surkhet,HRDC/MC,Karnali,Rukum-West,Athabiskot,Urban,13,Mathillo Dhara,MPTF,Repair,Completed,UNIMPROVED,Basic+,43,,NA,106,100,2,206,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,32,No,2025,NA,yes,0,1010099,81104,1091203,9,0,1010099,81104,1091203,9, ,,SurkhetHRDC/MCKarnaliRukum-WestAthabiskotUrban13Mathillo DharaMPTFRepairCompletedUNIMPROVEDBasic+43NA1061002206YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO32No2025NAyes010100998110410912038.841010100998110410912038.841
Surkhet,HRDC/MC,Karnali,Rukum-West,Athabiskot,Urban,11,Samabesi Tole,MPTF,Repair,Completed,UNIMPROVED,Safely managed,52,,NA,134,126,3,260,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,yes,27,Yes,2025,2025,yes,0,2636525,2085669,4722194,18,0,2636525,2085669,4722194,18, ,17985.62388,SurkhetHRDC/MCKarnaliRukum-WestAthabiskotUrban11Samabesi ToleMPTFRepairCompletedUNIMPROVEDSafely managed52NA1341263260YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicyes27Yes20252025yes026365252085669472219418.162026365252085669472219418.162
Surkhet,HRDC/MC,Karnali,Rukum-West,Athabiskot,Urban,14,"Gartigaun, Majgaun, Kulbad",MPTF,Repair,Completed,UNIMPROVED,Basic+,72,,NA,181,165,4,346,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,56,No,2025,NA,yes,0,1826858,137221,1964079,9,0,1826858,137221,1964079,9, ,,"SurkhetHRDC/MCKarnaliRukum-WestAthabiskotUrban14Gartigaun, Majgaun, KulbadMPTFRepairCompletedUNIMPROVEDBasic+72NA1811654346YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO56No2025NAyes0182685813722119640799.2460182685813722119640799.246"
Surkhet,HRDC/MC,Karnali,Rukum-West,Athabiskot,Urban,14,Pipalchaur ,MPTF,Repair,Completed,UNIMPROVED,Basic+,51,,NA,132,123,3,255,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,45,No,2025,NA,yes,0,789662,637047,1426709,6,0,789662,637047,1426709,6, ,,SurkhetHRDC/MCKarnaliRukum-WestAthabiskotUrban14Pipalchaur MPTFRepairCompletedUNIMPROVEDBasic+51NA1321233255YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO45No2025NAyes078966263704714267095.595078966263704714267095.595
Surkhet,HRDC/MC,Karnali,Rukum-West,Athabiskot,Urban,14,Sim Chotebagar,MPTF,Repair,Completed,UNIMPROVED,Basic+,31,,NA,81,74,2,155,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,9,No,2025,NA,yes,0,897376,75211,972587,11,0,897376,75211,972587,11, ,,SurkhetHRDC/MCKarnaliRukum-WestAthabiskotUrban14Sim ChotebagarMPTFRepairCompletedUNIMPROVEDBasic+31NA81742155YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO9No2025NAyes08973767521197258710.64208973767521197258710.642
Surkhet,HRDC/MC,Karnali,Rukum-West,Athabiskot,Urban,7,Aauligaun,MPTF,Repair,Completed,UNIMPROVED,Basic+,61,1,NA,159,146,3,305,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,39,No,2025,NA,yes,0,966625,715673,1682298,6,0,966625,715673,1682298,6, ,,SurkhetHRDC/MCKarnaliRukum-WestAthabiskotUrban7AauligaunMPTFRepairCompletedUNIMPROVEDBasic+611NA1591463305YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO39No2025NAyes096662571567316822985.516096662571567316822985.516
Surkhet,HRDC/MC,Karnali,Rukum-West,Athabiskot,Urban,8,Daje,MPTF,Repair,Completed,UNIMPROVED,Basic+,93,1,NA,244,221,4,465,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,40,No,2025,NA,yes,0,979386,788156,1767542,4,0,979386,788156,1767542,4, ,,SurkhetHRDC/MCKarnaliRukum-WestAthabiskotUrban8DajeMPTFRepairCompletedUNIMPROVEDBasic+931NA2442214465YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO40No2025NAyes097938678815617675423.801097938678815617675423.801
Surkhet,HRDC/MC,Karnali,Rukum-West,Athabiskot,Urban,10,Jhinchaur,MPTF,Repair,Completed,Basic,Basic+,223,1,NA,548,522,11,1070,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,76,No,2025,NA,yes,0,1317832,103595,1421427,2,0,1317832,103595,1421427,2, ,,SurkhetHRDC/MCKarnaliRukum-WestAthabiskotUrban10JhinchaurMPTFRepairCompletedBasicBasic+2231NA548522111070YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO76No2025NAyes0131783210359514214272.20131783210359514214272.2
